strategy,asset,target_utc,block,block_hash,block_utc,status,start_quantity,end_quantity,end_usd,net_return_fraction,versus_hold_usd,gas_usd,accounting_usd,route,note,token_return_fraction,best_strategy,best_asset,versus_best_usd,single_vault_strategy,single_vault_status,versus_single_vault_usd
yearn-usdc-v2,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,2869.043908140433985393,9455.154376655330336268555220952852724,-0.0544845623344669663731444779047147276,3298.747707342039780685949278700304324,339.2041059012108033530693076928954,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.535823554961809382293377056699723671616809013220439276639171620289786996935728159959740403087786969,cash-USD,cash,-544.845623344669663731444779047147276,,not in catalog,
yearn-usdc-v2,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,3919.571937322012543923,9450.9292692847920447557152768409901468,-0.05490707307152079552442847231590098532,4946.5832623463001976599175228397090668,268.544242126923846921596014427433,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,1.098180125311551632921421887528443519936680010470286988527652180517756040979443264324514241442400664,cash-USD,cash,-549.0707307152079552442847231590098532,,not in catalog,
yearn-usdc-v2,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3648.024018101970695121,9591.331604947513325360938341596052549,-0.0408668395052486674639061658403947451,4679.798360492346636949366284655197849,214.9597946024979841464867167107182,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.952818219397285937085289722215926143226750375031400207717634460684604617777741929111550718988599766,yearn-usdc-v2,USD,-470.987007774236644109545658403947451,,not in catalog,
yearn-wbtc-v2,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,8063.920374,8072.7458436987618184378590,-0.1927254156301238181562141,-1924.8202314847627402649760,214.8728692210796618060611164431056,,"[""approval"", ""WBTC -> USDC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1925288832311547350220867310226500077682312233917728400785228955634211936170928807960164917630809367,cash-USD,cash,-1927.2541563012381815621410,yearn-usdc-v2,complete,-1866.3085910665466834518955
yearn-wbtc-v2,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,9118.719716,9123.2843414689116760705392,-0.08767156585310883239294608,-868.3510534760284300838328,172.511527603009239980139305673130,,"[""approval"", ""WBTC -> USDC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.0869078002901659688055667264005932343800352132779330180694244186409147405909688124008593239739197031,cash-USD,cash,-876.7156585310883239294608,yearn-usdc-v2,complete,-841.9457411853917293346316
yearn-wbtc-v2,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,9638.104153,9710.774209099548864114164,-0.0289225790900451135885836,-351.160044289825884530116,164.8659781220795290980714845169504,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.0348998547840378899309291057981864165833430655892183982015862556228404396555019835302283076732970563,yearn-usdc-v2,USD,-351.544403622201105356320,yearn-usdc-v2,complete,-351.544403622201105356320
yearn-wbtc-v2,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.21348128,8224.9789961326405099360,-0.1775021003867359490064,-70.1438400611008389700,76.7105445173998814372749782392936,,[],,-0.0084560339185147849150225720277036131779248745993300197843140059901009689279071785160445417383257406,cash-USD,cash,-1775.0210038673594900640,yearn-wbtc-v2,complete,0.0000000000000000000
yearn-wbtc-v2,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.21435087,9260.5893997197940123038,-0.07394106002802059876962,-41.0864351753156929274,63.172634734314610723835827744612,,[],,-0.0044171003058589177205512557530849242932760271299070867379328039309271242777815038122286716678925423,cash-USD,cash,-739.4106002802059876962,yearn-wbtc-v2,complete,0.0000000000000000000
yearn-wbtc-v2,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.21467556,9781.2398125768999619232,-0.02187601874231000380768,-28.5369518514970403904,52.7536517391211736304470411825208,,[],,-0.0029090317279161705415670313700930061548928416231200582177916885816324502136256311370806423055850697,yearn-usdc-v2,USD,-281.078800144850007547284,yearn-wbtc-v2,complete,0.0000000000000000000
yearn-wbtc-v2,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,3.002206238490708722,8057.4837229380888312747632987055356,-0.19425162770619111687252367012944644,791.7280941458210723840762932355770,224.7858632469797938933468803883558,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",,0.108967068890730655457317015282558910291756840538053668939545862144463870348037523941628190854795402,cash-USD,cash,-1942.5162770619111687252367012944644,yearn-weth-v2,complete,872.5916755186253615449450948467806
yearn-wbtc-v2,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,3.122437402978021854,9115.315781003193455184918374329932,-0.0884684218996806544815081625670068,1212.172582210533151070357168721526,177.252792445338309350837975134599,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",,0.153378542147093216468807075300597743988307843128446181596481306120375036207531882488384835438956477,cash-USD,cash,-884.684218996806544815081625670068,yearn-weth-v2,complete,1270.350038819913008822073969213810
yearn-wbtc-v2,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,2.944698665553561749,9668.3374991291766995668666364402493,-0.03316625008708233004331333635597507,779.7486912730955613034929670966494,143.5833230746472800543026086564688,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",,0.087724689276201334065618202627014210606081947142804590976895626469987234260261598249939875631000162,yearn-usdc-v2,USD,-393.9811135925732699036173635597507,yearn-weth-v2,complete,816.0799129152144981360673035303612
yearn-wbtc-v2,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,2379.157353723552749559,7840.695641493773725028183618678868012,-0.2159304358506226274971816381321131988,1684.288972180483169445577676426319612,319.7283092739890716251962549263478,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.273583124483288119896321147184942778612816200159976854703350449509681044161133863835190395680761200,cash-USD,cash,-2159.304358506226274971816381321131988,,not in catalog,
yearn-wbtc-v2,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,3651.238984497711191997,8803.9209228852397540178144360682921252,-0.11960790771147602459821855639317078748,4299.5749159467479069220166820670110452,250.960474738529120337962541715817,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.954539218195868018073387274504991815473335098339732969356809790308158455959011290010841846571216361,cash-USD,cash,-1196.0790771147602459821855639317078748,,not in catalog,
yearn-wbtc-v2,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3578.995431333098005677,9409.842650204934155028521272331932113,-0.0590157349795065844971478727668067887,4498.309405749767466616949215391077413,200.9832942117926138395748245998312,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.915866631021605172127830561322966384526158843145924167276325428125735727180067541917236551600843473,yearn-usdc-v2,USD,-652.475962516815814441962727668067887,,not in catalog,
yearn-weth-v2,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,7123.292124,7131.0881333701429589327340,-0.2868911866629857041067266,-2866.4779418133815997701010,207.7796214530489693503899312574836,,"[""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.2867175790844434986738793134242013865827862514801042153902168086463539193408355931207431744352768966,cash-USD,cash,-2868.9118666298570410672660,yearn-usdc-v2,complete,-2807.9663013951655429570205
yearn-weth-v2,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,7800.005037,7803.9095436367219790812044,-0.21960904563632780209187956,-2187.7258513082181270731676,164.047130868034270346013756531526,,"[""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.2189557329538918595104020564858239040047709517520218977514762425547866977444780904412448759736600441,cash-USD,cash,-2196.0904563632780209187956,yearn-usdc-v2,complete,-2161.3205390175814263239664
yearn-weth-v2,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,8806.2718,8872.6699479733937831384,-0.11273300520266062168616,-1189.26430541598096550588,133.7905643475348417716834371711338,,"[""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1181944023352543615358713308345159913007786302373116058734294690661464570746944523505933100311329952,yearn-usdc-v2,USD,-1189.648664748356186332084,yearn-usdc-v2,complete,-1189.648664748356186332084
yearn-weth-v2,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.18447978,7107.6129752977421350110,-0.2892387024702257864989,-1187.5098608959992138950,198.1876682747317118551323397813942,,"[""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1431575980664915698831798403246641413442372170647093281303442403754207812769679484452249093226682461,cash-USD,cash,-2892.3870247022578649890,yearn-wbtc-v2,complete,-1117.3660208348983749250
yearn-weth-v2,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.18030689,7789.7891164633151701186,-0.22102108835366848298814,-1511.8867184317945351126,158.916113738259009747330716412443,,"[""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1625391752268953712805480379456045623010816254832517022145835419551375956401309640213081279178797696,cash-USD,cash,-2210.2108835366848298814,yearn-wbtc-v2,complete,-1470.8002832564788421852
yearn-weth-v2,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.1931538,8800.646140205787840336,-0.1199353859794212159664,-1009.1306242226091619776,127.2230290435733986309925795104848,,"[""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1028698866911891340660843277355497313818160807513617623775509995546717938552138978071162221156638298,yearn-usdc-v2,USD,-1261.672472515962129134484,yearn-wbtc-v2,complete,-980.5936723711121215872
yearn-weth-v2,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,2.677079901041301225,7184.8920474194634697298182038587550,-0.2815107952580536530270181796141245,-80.8635813728042891608688016112036,100.8184767255795072413658230177294,,"[""unwrap WETH""]",,-0.0111294111038311424431330152256654587257470994688355999048201686818937628916601005743790592149299682,cash-USD,cash,-2815.1079525805365302701817961412450,yearn-weth-v2,complete,0.0000000000000000000000000000000
yearn-weth-v2,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,2.687280950762459409,7844.965742183280446362844405116122,-0.2155034257816719553637155594883878,-58.177456609379857751716800492284,83.065407721502434992872179529563,,"[""unwrap WETH""]",,-0.0073613061469349884583233795741261800245046001981550429802426027332897639639702760116091757087818441,cash-USD,cash,-2155.034257816719553637155594883878,yearn-weth-v2,complete,0.000000000000000000000000000000
yearn-weth-v2,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,2.696144099604354233,8852.2575862139622014307993329098881,-0.11477424137860377985692006670901119,-36.3312216421189368325743364337118,69.4023735434285621821323047521182,,"[""unwrap WETH""]",,-0.0040874004217641373481719998882994580889608049977096826713567611752640909926133115743433753983832484,yearn-usdc-v2,USD,-1210.0610265077877680396846670901119,yearn-weth-v2,complete,0.0000000000000000000000000000000
yearn-weth-v2,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,2120.005532495169670178,6986.640926697192887471599072428688104,-0.3013359073302807112528400927571311896,830.234257383902331888993130176139704,195.767989862183124672644068027139,,"[""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.134856955035510978769901561155454365444806602560323327979767662200093296050908945321208235077989662,cash-USD,cash,-3013.359073302807112528400927571311896,,not in catalog,
yearn-weth-v2,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,3140.868159904030215047,7573.3073146969430661323309724191835052,-0.24266926853030569338676690275808164948,3068.9613077584512190365332184179024252,156.775955441986457481798559850281,,"[""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.681333384032004887896328814164968142308802349000579791759567852858406529923997551617197321361529980,cash-USD,cash,-2426.6926853030569338676690275808164948,,not in catalog,
yearn-weth-v2,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3276.687413578288394413,8615.018813866998431597828775513542097,-0.1384981186133001568402171224486457903,3703.485569411831743186256718572687397,126.8046845798532846604731834866178,,"[""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.754038583286156109808333341514976569224206247160455894520371522963215506548238326036295976128010882,yearn-usdc-v2,USD,-1447.299798854751537872655224486457903,,not in catalog,
yearn-eth-steth-v2,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,7039.169,7046.8729417346264995165,-0.29531270582653735004835,-2950.693133448898059186335,327.6831268182321134263556135712498,,"[""wrap ETH"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.2951411484814550135550094944831329298703579203436517255127717773072683368800881064627455127581390816,cash-USD,cash,-2953.1270582653735004835,yearn-usdc-v2,complete,-2892.1814930306820023732545
yearn-eth-steth-v2,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,7763.010459,7766.8964469851777122746708,-0.22331035530148222877253292,-2224.7389479597623938797012,257.708756626294183553512426866529,,"[""wrap ETH"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.2226601412102489992448718701762755992462891642040782398332877709451702261900033085314188236419315444,cash-USD,cash,-2233.1035530148222877253292,yearn-usdc-v2,complete,-2198.3336356691256931305000
yearn-eth-steth-v2,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,8677.374975,8742.801257619470611800300,-0.12571987423805293881997,-1319.132995769904136843980,348.9394454998141858292662398281364,,"[""wrap ETH"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1311013332576241579383198745924892903204162042825008013133503206546629512735304566227865366211578801,yearn-usdc-v2,USD,-1319.517355102279357670184,yearn-usdc-v2,complete,-1319.517355102279357670184
yearn-eth-steth-v2,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.18229561,7023.4615575529027307195,-0.29765384424470972692805,-1271.6612786408386181865,318.0810411484502949128239455135914,,"[""wrap ETH"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1533022842160040590449094081296456863265662148421555817348181074870316970757524272430877055044758550,cash-USD,cash,-2976.5384424470972692805,yearn-wbtc-v2,complete,-1201.5174385797377792165
yearn-eth-steth-v2,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.17945028,7752.7810395392794862472,-0.22472189604607205137528,-1548.8947953558302189840,252.569158521257612746896540471013,,"[""wrap ETH"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1665178213957072738983979145932213875698623718473800600347753582086696131032390427803045658495875651,cash-USD,cash,-2247.2189604607205137528,yearn-wbtc-v2,complete,-1507.8083601805145260566
yearn-eth-steth-v2,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.1902968,8670.472951676398639296,-0.1329527048323601360704,-1139.3038127519983630176,342.3645232912565092016810190654564,,"[""wrap ETH"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1161396268346565297061038203660831944430768556224404543053688151724453126001500776491129571186280398,yearn-usdc-v2,USD,-1391.845661045351330174484,yearn-wbtc-v2,complete,-1110.7668609005013226272
yearn-eth-steth-v2,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,2.663764643367430625,7149.1558376286680217496013054888750,-0.2850844162371331978250398694511125,-116.5997911635997371410856999810836,166.839441763155750390623078062471,,[],,-0.0160478547752893870384466456207822156000873662018142331960106251793086212526541904869143295284289071,cash-USD,cash,-2850.8441623713319782503986945111250,yearn-weth-v2,complete,-35.7362097907954479802168983698800
yearn-eth-steth-v2,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,2.687667558185592949,7846.094363286070554480586061485442,-0.2153905636713929445519413938514558,-57.048835506589749633975144122964,134.554716847811263405132273640015,,[],,-0.0072184995351349486704826700293538111546595012026245676335953410583580277706497354189481384100964799,cash-USD,cash,-2153.905636713929445519413938514558,yearn-weth-v2,complete,1.128621102790108117741656369320
yearn-eth-steth-v2,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,2.666052532810849421,8753.4578594234109029614103348158197,-0.12465421405765890970385896651841803,-135.1309484326702353019633345277802,251.391305815489881154532138301105,,[],,-0.0152027449299079104219878710857141922980103437473841193936338431198500575029517262259403426070109809,yearn-usdc-v2,USD,-1308.8607532983390665090736651841803,yearn-weth-v2,complete,-98.7997267905512984693889980940684
yearn-eth-steth-v2,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,2094.524595077594187961,6902.666541968718897953858026786323348,-0.3097333458031281102046141973213676652,746.259872655428342371252084533774948,315.6613627359017077303356737593362,,"[""wrap ETH"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.121216792967100897985959108442926276726031895500766418346502651247367724473063835226011888105552901,cash-USD,cash,-3097.333458031281102046141973213676652,,not in catalog,
yearn-eth-steth-v2,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,3125.393230971243875741,7535.9939393769592120856393265804334756,-0.24640060606230407879143606734195665244,3031.6479324384673649898415725791523956,250.429000224985060481364383908851,,"[""wrap ETH"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.673049523231234619933328042244185229418959306474150088021139159962327116315953333969934221950474861,cash-USD,cash,-2464.0060606230407879143606734195665244,,not in catalog,
yearn-eth-steth-v2,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3226.855704606514736089,8484.002010573528622323789012975592941,-0.1515997989426471377676210987024407059,3572.468766118361933912216956034738241,341.9461788275363952311616230415894,,"[""wrap ETH"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.727363246528254673403094528744783601076411410480362090262648721973195672685971919699354129594953852,yearn-usdc-v2,USD,-1578.316602148221347146694987024407059,,not in catalog,
yearn-tricrypto2-v2,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,8145.345581,8154.2601656284442712658585,-0.18457398343715557287341415,-1843.3059095550802874369765,415.5942487009755137839645202512618,,"[""approval"", ""USDT -> USDC (Uniswap V3 fee=100 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1843754665578684721322348825978223692818147695217309861161851001661239028339062444539947404973637215,cash-USD,cash,-1845.7398343715557287341415,yearn-usdc-v2,complete,-1784.7942691368642306238960
yearn-tricrypto2-v2,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,8696.056659,8700.4097088733414933461108,-0.12995902911266585066538892,-1291.2256860715986128082612,474.416664150932135755231417772999,,"[""approval"", ""USDT -> USDC (Uniswap V3 fee=100 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1292306649544945729579692684332869232122862798034546629044109046962980871784645975557710081463855771,cash-USD,cash,-1299.5902911266585066538892,yearn-usdc-v2,complete,-1264.8203737809619120590600
yearn-tricrypto2-v2,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,9487.789293,9559.325994537760302212484,-0.0440674005462239697787516,-502.608258851614446431796,280.7961551043163763448068730018612,,"[""approval"", ""USDT -> USDC (Uniswap V3 fee=100 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.0499514552763361821073466126854478392434819727604559177142999412982528048025011136106948106133645714,yearn-usdc-v2,USD,-502.992618183989667258000,yearn-usdc-v2,complete,-502.992618183989667258000
yearn-tricrypto2-v2,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.21467354,8270.9142343789593533230,-0.1729085765621040646677,-24.2086018147819955830,272.0760911974071502971779999260484,,[],,-0.0029184139033063715003324634229854379348661516564555776289552139535428116094480921392790439173127518,cash-USD,cash,-1729.0857656210406466770,yearn-wbtc-v2,complete,45.9352382463188433870
