strategy,asset,target_utc,block,block_hash,block_utc,status,start_quantity,end_quantity,end_usd,net_return_fraction,versus_hold_usd,gas_usd,accounting_usd,route,note,token_return_fraction,best_strategy,best_asset,versus_best_usd,single_vault_strategy,single_vault_status,versus_single_vault_usd
hold-USD,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,9986.63631,9997.566075183524558702835,-0.0002433924816475441297165,0,0,9997.566075183524558702835,[],,0,cash-USD,cash,-2.433924816475441297165,yearn-usdc-v2,complete,58.5116404182160568130805
hold-USD,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,9986.63631,9991.635394944940106154372,-0.0008364605055059893845628,0,0,9991.635394944940106154372,[],,0,cash-USD,cash,-8.364605055059893845628,yearn-usdc-v2,complete,26.4053122906367007492012
hold-USD,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,9986.63631,10061.93425338937474864428,0.006193425338937474864428,0,0,10061.93425338937474864428,[],,0,yearn-usdc-v2,USD,-0.384359332375220826204,yearn-usdc-v2,complete,-0.384359332375220826204
hold-BTC,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.21530188,8295.1228361937413489060,-0.1704877163806258651094,0,0,8295.1228361937413489060,[],,0,cash-USD,cash,-1704.8771638062586510940,yearn-wbtc-v2,complete,70.1438400611008389700
hold-BTC,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.21530188,9301.6758348951097052312,-0.06983241651048902947688,0,0,9301.6758348951097052312,[],,0,cash-USD,cash,-698.3241651048902947688,yearn-wbtc-v2,complete,41.0864351753156929274
hold-BTC,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.21530188,9809.7767644283970023136,-0.01902232355716029976864,0,0,9809.7767644283970023136,[],,0,yearn-usdc-v2,USD,-252.541848293352967156884,yearn-wbtc-v2,complete,28.5369518514970403904
hold-ETH,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,2.707209549056973607,7265.7556287922677588906870054699586,-0.27342443712077322411093129945300414,0,0,7265.7556287922677588906870054699586,[],,0,cash-USD,cash,-2734.2443712077322411093129945300414,yearn-weth-v2,complete,80.8635813728042891608688016112036
hold-ETH,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,2.707209549056973607,7903.143198792660304114561205608406,-0.2096856801207339695885438794391594,0,0,7903.143198792660304114561205608406,[],,0,cash-USD,cash,-2096.856801207339695885438794391594,yearn-weth-v2,complete,58.177456609379857751716800492284
hold-ETH,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,2.707209549056973607,8888.5888078560811382633736693435999,-0.11114111921439188617366263306564001,0,0,8888.5888078560811382633736693435999,[],,0,yearn-usdc-v2,USD,-1173.7298048656688312071103306564001,yearn-weth-v2,complete,36.3312216421189368325743364337118
hold-CRV,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,1868.0817199810281463,6156.4066693132905555826059422525484,-0.38435933306867094444173940577474516,0,0,6156.4066693132905555826059422525484,[],,0,cash-USD,cash,-3843.5933306867094444173940577474516,,not in catalog,
hold-CRV,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,1868.0817199810281463,4504.34600693849184709579775400128108,-0.549565399306150815290420224599871892,0,0,4504.34600693849184709579775400128108,[],,0,cash-USD,cash,-5495.65399306150815290420224599871892,,not in catalog,
hold-CRV,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,1868.0817199810281463,4911.5332444551666884115720569408547,-0.50884667555448333115884279430591453,0,0,4911.5332444551666884115720569408547,[],,0,yearn-usdc-v2,USD,-5150.7853682665832810589119430591453,,not in catalog,
cash-USD,cash,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,10000,10000,10000,0,0,0,10000,[],,0,cash-USD,cash,0,,not in catalog,
cash-USD,cash,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,10000,10000,10000,0,0,0,10000,[],,0,cash-USD,cash,0,,not in catalog,
cash-USD,cash,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,10000,10000,10000,0,0,0,10000,[],,0,yearn-usdc-v2,USD,-62.318612721749969470484,,not in catalog,
curve-3pool-lp,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,9851.502916,9862.2847859143843624379060,-0.0137715214085615637562094,-135.2812892691401962649290,135.934714878525992946782689138628,,[],,-0.0135314223733856990732848666239253484940416339242857638419396891003833902508461329959056053779533301,cash-USD,cash,-137.7152140856156375620940,yearn-usdc-v2,complete,-76.7696488509241394518485
curve-3pool-lp,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,9875.755612,9880.6991925678055141228944,-0.01193008074321944858771056,-110.9362023771345920314776,113.272086172706394306521866816374,,[],,-0.0111029073812341525031464773547961515782885258590136842582184711600857326104028314214238167245323466,cash-USD,cash,-119.3008074321944858771056,yearn-usdc-v2,complete,-84.5308900864978912822764
curve-3pool-lp,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,9897.45329,9972.07880497776540708052,-0.002792119502223459291948,-89.85544841160934156376,93.8795559690644648304901888212174,,[],,-0.0089302360906742582678471446208097669274190280390815593844330153643093867708896269999442885489438636,yearn-usdc-v2,USD,-90.239807743984562389964,yearn-usdc-v2,complete,-90.239807743984562389964
curve-3pool-lp,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.25005801,9634.2024933742470625995,-0.03657975066257529374005,1339.0796571805057136935,273.0201914565601625671391802728904,,"[""approval"", ""USDC -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.161429756210210519295047493314967802417702994511706075209375784363796544646985897196996143275664848,cash-USD,cash,-365.7975066257529374005,yearn-wbtc-v2,complete,1409.2234972416065526635
curve-3pool-lp,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.22433617,9691.9837921615977668258,-0.03080162078384022331742,390.3079572664880615946,216.696044747637142334267097469962,,"[""approval"", ""USDC -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.041961036290068623646017396596815596779740149040965178752735461483197452804406538391583018225386606,cash-USD,cash,-308.0162078384022331742,yearn-wbtc-v2,complete,431.3943924418037545220
curve-3pool-lp,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.21442126,9769.6531685996428132272,-0.02303468314003571867728,-40.1235958287541890864,175.789360565355798626036426569437,,"[""approval"", ""USDC -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.0040901640059993902514924625832342940990575651266955959697147094117338873213740632455229838215996999,yearn-usdc-v2,USD,-292.665444122107156243284,yearn-wbtc-v2,complete,-11.5866439772571486960
curve-3pool-lp,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,3.587782799710558708,9629.0858167819167923206969327341784,-0.03709141832180832076793030672658216,2363.3301879896490334300099272642198,291.559698343906234689128109003863,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",,0.325269704726153547072142838835508160824798206413195224413531254011540377014136087880415782725426449,cash-USD,cash,-370.9141832180832076793030672658216,yearn-weth-v2,complete,2444.1937693624533225908787288754234
curve-3pool-lp,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,3.322669525842470115,9699.852408597172677386114774210670,-0.030014759140282732261388522578933,1796.709209804512373271553568602264,234.424314249714215825811097219835,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",,0.227341092602116876596144270509421056499344726169729367268009449435092017679492417960546853486159915,cash-USD,cash,-300.147591402827322613885225789330,yearn-weth-v2,complete,1854.886666413892231023270369094548
curve-3pool-lp,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,2.974629498934211387,9766.6094894484043504846731131805459,-0.02333905105515956495153268868194541,878.0206815923232122212994438369460,188.9595278498824957588195972823766,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",,0.098780661426962885397483561167720206204499409397490230637944342155278944667379201989932841961119999,yearn-usdc-v2,USD,-295.7091232733456189858108868194541,yearn-weth-v2,complete,914.3519032344421490538737802706578
curve-3pool-lp,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,2846.47978440446745954,9380.79257525794531019987479039312872,-0.061920742474205468980012520960687128,3224.38590594465475461726884814058032,386.5189287562020692071210509114718,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.523744788013543498907708631119126393438408750773559376610395679221846691334953486548669720531876025,cash-USD,cash,-619.20742474205468980012520960687128,,not in catalog,
curve-3pool-lp,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,3885.967934007696056477,9369.9028042608066174865759754394464932,-0.06300971957391933825134240245605535068,4865.5567973223147703907782214381654132,308.138300482950092116899654027953,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,1.080191617124309287446508930302570710879523979422437326383796685004536386533695671601370803201234929,cash-USD,cash,-630.0971957391933825134240245605535068,,not in catalog,
curve-3pool-lp,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3615.252299121591974563,9505.168678814010378304839747716352447,-0.0494831321185989621695160252283647553,4593.635434358843689893267690775497747,246.3615046149815912810078099038566,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.935275240077991734369624919714042159622807643387247509596948805964314376307447973832810509585157500,yearn-usdc-v2,USD,-557.149933907739591165644252283647553,,not in catalog,
curve-3pool-gauge,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,9353.767445,9364.0045737570345562681825,-0.06359954262429654437318175,-633.5615014264900024346525,638.7836759728088250343500709271088,,"[""approval"", ""CRV -> USDC (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,-0.0633715743073855865689375444974024492136532005139175835271806348578243158231122166498521462628491374,cash-USD,cash,-635.9954262429654437318175,yearn-usdc-v2,complete,-575.0498610082739456215720
curve-3pool-gauge,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,9471.298701,9476.0398195583867411251212,-0.05239601804416132588748788,-515.5955753865533650292508,524.586843377366623305373985764522,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,-0.0516027211768964479292227274470556943712311878512776240271435297717375271073629395041021574961109203,cash-USD,cash,-523.9601804416132588748788,yearn-usdc-v2,complete,-489.1902630959166642800496
curve-3pool-gauge,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,9640.851297,9713.542066209246003020436,-0.0286457933790753996979564,-348.392187180128745623844,362.8306007005395023184981269372142,,"[""approval"", ""CRV -> USDC (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.0346247727729658355807291834781955727393461072179567536489170496286952498423365534576075895969020224,yearn-usdc-v2,USD,-348.776546512503966450048,yearn-usdc-v2,complete,-348.776546512503966450048
curve-3pool-gauge,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.23558848,9076.7223230571535645760,-0.0923277676942846435424,781.5994868634122156700,836.7434678190865806101395852347232,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""USDC -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,0.094223979837054836678620734756240865151758080328885191341571192968681926976206617424799077462769949,cash-USD,cash,-923.2776769428464354240,yearn-wbtc-v2,complete,851.7433269245130546400
curve-3pool-gauge,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.21505964,9291.2103528740284616536,-0.07087896471259715383464,-10.4654820210812435776,625.10239324968769700427827082561,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""USDC -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,-0.0011251179042189506194743863825062744459082289481169416634912802433494774871450263230400031806503501,cash-USD,cash,-708.7896471259715383464,yearn-wbtc-v2,complete,30.6209531542344493498
curve-3pool-gauge,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.20826493,9489.1529565803447313096,-0.05108470434196552686904,-320.6238078480522710040,468.1223502531107920368863042934342,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""USDC -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.0326841084713240776160431111888107990510812074655362972213712207250582298677559155544763473500556521,yearn-usdc-v2,USD,-573.165656141405238160884,yearn-wbtc-v2,complete,-292.0868559965552306136
curve-3pool-gauge,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,3.39843739941546505,9120.910375224677635857331676368990,-0.087908962477532236414266832363101,1855.1547464324098769666446708990314,805.8071171855837187256711955476074,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH"", ""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,0.255328535834720659572949522049247908478003198346727713035504842459281075053244061428722069260504123,cash-USD,cash,-879.089624775322364142668323631010,yearn-weth-v2,complete,1936.0183278052141661275134725102350
curve-3pool-gauge,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,3.196374770315854301,9331.160765007543101618437472055058,-0.0668839234992456898381562527944942,1428.017566214882797503876266446652,610.427323177165525738757627515181,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH"", ""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,0.180689825591549042991296179970510212994878469060594873474635490247541747685518459934802819976470650,cash-USD,cash,-668.839234992456898381562527944942,yearn-weth-v2,complete,1486.195022824262655255593066938936
curve-3pool-gauge,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,2.894916502604173974,9504.8875820080829737895572962069318,-0.04951124179919170262104427037930682,616.2987741520018355261836268633319,462.3924687513928027511734450697004,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH"", ""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",,0.069335952812587411449576377128435038322554599411831800914302945163188127969819734382882003713124940,yearn-usdc-v2,USD,-557.4310307136669956809267037930682,yearn-weth-v2,complete,652.6299957941207723587579632970437
curve-3pool-gauge,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,2720.722720245141239455,8966.350519419190004341377028264292940,-0.103364948058080999565862297173570706,2809.943850105899448758771086011744540,820.1380425699835594582589902886794,,"[""approval"", ""USDC -> USDT (Uniswap V3 fee=100 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""USDT -> CRV (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,0.456425964209302545807717835854687112463535984045137838656217828238970171622192989894831869066975469,cash-USD,cash,-1033.649480580809995658622971735707060,,not in catalog,
curve-3pool-gauge,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,3758.804431748231794052,9063.2843049177752764466939364203783632,-0.09367156950822247235533060635796216368,4558.9382979792834293508961824190972832,625.240387171380032223737650581651,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,1.012119915067958289698121841388103184661316475244936597429874004008890663312892910896675420403609999,cash-USD,cash,-936.7156950822247235533060635796216368,,not in catalog,
curve-3pool-gauge,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3529.760553133569682094,9280.395025683379410487604950607393286,-0.0719604974316620589512395049392606714,4368.861781228212722076032893666538586,485.4378852968614900148635621756524,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.889510782841672046461995609233228074898358928439010852244961576553248284872938843767704829761413250,yearn-usdc-v2,USD,-781.923587038370558982879049392606714,,not in catalog,
curve-tricrypto2-lp,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,8142.153742,8151.0648333550646566392470,-0.1848935166644935343360753,-1846.5012418284599020635880,341.340400964924470903205011824186,,"[""approval"", ""USDT -> USDC (Uniswap V3 fee=100 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1846950775761253290298302652417308265829898836077670280154619949307035493715701358108233742217853931,cash-USD,cash,-1848.9351666449353433607530,yearn-usdc-v2,complete,-1787.9896014102438452505075
curve-tricrypto2-lp,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,8766.045266,8770.4333505918102817351992,-0.12295666494081897182648008,-1221.2020443531298244191728,280.797818050015885763623245029962,,"[""approval"", ""USDT -> USDC (Uniswap V3 fee=100 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1222224386781538858302530894909499312686996208436071504440317402526897467441667553827240555634092176,cash-USD,cash,-1229.5666494081897182648008,yearn-usdc-v2,complete,-1194.7967320624931236699716
curve-tricrypto2-lp,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,9348.689028,9419.176931568725518595664,-0.0580823068431274481404336,-642.757321820649230048616,229.4855534792646549474205874635038,,"[""approval"", ""USDT -> USDC (Uniswap V3 fee=100 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.0638800955794494132329126542508485522288935742769629306747028219354470514406867390968401051144316679,yearn-usdc-v2,USD,-643.141681153024450874820,yearn-usdc-v2,complete,-643.141681153024450874820
curve-tricrypto2-lp,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.21458131,8267.3608089319444514345,-0.17326391910680555485655,-27.7620272617968974715,197.8512178507128084337377418612466,,[],,-0.0033467891687708439889145417587621622254297082775124861891591471472520351424706556208426977042652856,cash-USD,cash,-1732.6391910680555485655,yearn-wbtc-v2,complete,42.3818127993039414985
curve-tricrypto2-lp,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.2052502,8867.413630793136808748,-0.1132586369206863191252,-434.2622041019728964832,167.578637535938674920273097310871,,[],,-0.0466864478842451352491673551573260762980797009296899776258340150118521956241162408800146101836175327,cash-USD,cash,-1132.586369206863191252,yearn-wbtc-v2,complete,-393.1757689266572035558
curve-tricrypto2-lp,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.20723203,9442.0910432334752508216,-0.05579089567665247491784,-367.6857211949217514920,139.6705778024232087944124631218924,,[],,-0.0374815584517887163827830950663319800087207784716046139494926844113019356821222369261243794062550685,yearn-usdc-v2,USD,-620.227569488274718648884,yearn-wbtc-v2,complete,-339.1487693434247111016
curve-tricrypto2-lp,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,3.060437837550988234,8213.7688427187801290125244875165132,-0.17862311572812198709874755124834868,948.0132139265123701218374820465546,219.4876618810410411321574204731034,,"[""unwrap WETH""]",,0.130476892199592669145553106834147115921539728595757384670815763622447653502263031139777459632923878,cash-USD,cash,-1786.2311572812198709874755124834868,yearn-weth-v2,complete,1028.8767952993166592827062836577582
